number,namefrom_station_code,type,zonefrom_station_code,from_station_code,from_station_name,to_station_code,to_station_name,departure,arrival,duration_h,duration_m,distance,return_train,sleeper,third_ac,second_ac,first_ac,first_class,chair_car,code,namecode,zonecode,state,address,latitude,longitude
56146,Coimbatore-Mettupalayam Passenger,Pass,SR,CBE,COIMBATORE JN,MTP,Mettupalayam,09:30:00,10:20:00,0.0,50.0,35.0,56145,0,0,0,0,0,0,JLQ,JALPUR,?,Uttar Pradesh,"MDR 65W, Uttar Pradesh",78.870355,29.012364
56202,Mysore Chamrajnagar passenger,Pass,SWR,MYS,MYSORE JN,CMNR,CHAMARAJANAGAR,05:00:00,06:45:00,1.0,45.0,61.0,56201,0,0,0,0,0,0,JKNI,Jharkhandi,NER,Uttar Pradesh,"MDR 10E, Uttar Pradesh",82.17975597290001,27.4330507545
56206,Nanjangud Mysore Passenger,Pass,SWR,MYS,MYSORE JN,NTW,NANJANGUD TOWN,09:15:00,10:00:00,0.0,45.0,25.0,56205,0,0,0,0,0,0,ITE,Intiyathok,NER,Uttar Pradesh,"MDR 10E, Uttar Pradesh",82.0254415802,27.2755528618
56210,Mysore Chamrajnagar passenger,Pass,SWR,MYS,MYSORE JN,CMNR,CHAMARAJANAGAR,12:30:00,14:20:00,1.0,50.0,61.0,56209,0,0,0,0,0,0,KDQ,KADIPUR,NER,Uttar Pradesh,"National Highway 29, Uttar Pradesh",83.09130300000001,25.44872
56211,Chamrajnagar Mysore Passenger,Pass,SWR,CMNR,CHAMARAJANAGAR,MYS,MYSORE JN,20:50:00,22:40:00,1.0,50.0,61.0,56210,0,0,0,0,0,0,IDGJ,IRADATGANJ,NCR,Uttar Pradesh,"Allahabad, Uttar Pradesh",81.81928099999999,25.317889
56227,Bangalore Shimoga Town Passenger,Pass,SWR,SBC,BANGALORE CITY JN,SMET,Shimoga Town,16:45:00,23:55:00,7.0,10.0,276.0,56228,0,0,0,0,0,0,KEX,KHEKRA,NR,Uttar Pradesh,"Tronica City, Uttar Pradesh",77.288916,28.8715
56230,Bangalore Mysore Passenger,Pass,SWR,SBC,BANGALORE CITY JN,MYS,MYSORE JN,16:25:00,20:05:00,3.0,40.0,137.0,56229,0,0,0,0,0,0,HDK,HANDIA KHAS,NER,Uttar Pradesh,"Handia, Uttar Pradesh",82.18941,25.357472
56234,Mysore Bangalore Passenger,Pass,SWR,MYS,MYSORE JN,SBC,BANGALORE CITY JN,18:50:00,22:25:00,3.0,35.0,138.0,56233,0,0,0,0,0,0,JSC,Jalesar City,NCR,Uttar Pradesh,"Jalesar, Uttar Pradesh",78.30634,27.459871
56262,BANGALORE - ARAKKONAM Passenger,Pass,SWR,SBC,BANGALORE CITY JN,AJJ,ARAKKONAM,09:20:00,20:50:00,11.0,30.0,290.0,56261,0,0,0,0,0,0,KDF,KHUNDAUR,NR,Uttar Pradesh,"Ramapur Railway Station, Uttar Pradesh",82.01505399999999,26.020077
56269,Shimoga Mysore Passenger,Pass,SWR,SMET,Shimoga Town,MYS,MYSORE JN,10:30:00,16:55:00,6.0,25.0,276.0,56270,0,0,0,0,0,0,KJTW,KAJGAON TERHWAN,NR,Uttar Pradesh,"Kajgaon, Uttar Pradesh",82.70545000000001,25.685669
56271,Shimoga Birur Passenger,Pass,SWR,SMET,Shimoga Town,RRB,BIRUR JN,18:00:00,19:45:00,1.0,45.0,63.0,56272,0,0,0,0,0,0,KHU,KHURHAND,NCR,Uttar Pradesh,"Atarra, Uttar Pradesh",80.49498,25.352584
56303,Ernakulam Alappuzha Passenger,Pass,SR,ERS,ERNAKULAM JN,ALLP,ALLEPPEY,15:40:00,17:20:00,1.0,40.0,57.0,56302,0,0,0,0,0,0,KMDR,KARIMUDDIN PUR,NER,Uttar Pradesh,"Karimdinpur, Uttar Pradesh",83.860581,25.700369
56310,Nagercoil Tiruvananthapuram Passenger,Pass,SR,NCJ,NAGERCOIL JN,TVC,TRIVANDRUM CENTRAL,06:45:00,08:50:00,2.0,5.0,71.0,56311,0,0,0,0,0,0,KMP,KAMLAPUR,NER,Uttar Pradesh,"Kamalpur, Uttar Pradesh",80.822278,27.378437
56312,Tirunelveli Nagercoil Passenger,Pass,SR,TEN,TIRUNELVELI,NCJ,NAGERCOIL JN,08:00:00,09:50:00,1.0,50.0,74.0,,0,0,0,0,0,0,KFK,KATKA,NER,Uttar Pradesh,"Mirzapur, Uttar Pradesh",82.634249,25.250251
56325,Nagercoil Cape Passenger,Pass,SR,NCJ,NAGERCOIL JN,CAPE,KANYAKUMARI,16:45:00,17:05:00,0.0,20.0,15.0,,0,0,0,0,0,0,SPPR,SHUDNIPUR,NR,Uttar Pradesh,"State Highway 5, Uttar Pradesh",82.64049800000001,25.626255
56505,Bangarpet Marikuppam Passenger,Pass,SWR,BWT,BANGARAPET,MKM,Marikuppam,13:00:00,13:35:00,0.0,35.0,16.0,56506,0,0,0,0,0,0,KRTL,Kartauli,NER,Uttar Pradesh,"State Highway 33, Uttar Pradesh",79.42761829999999,28.3110435
56515,BANGALORE CITY - HUBLI Pass,Pass,SWR,SBC,BANGALORE CITY JN,UBL,HUBLI JN,07:50:00,20:20:00,12.0,30.0,471.0,56516,0,0,0,0,0,0,KSNR,KHUSHAL NAGAR,NER,Uttar Pradesh,"Ghughli Bazar, Uttar Pradesh",83.6983925134,26.9877753343
56333,Punalur Kollam Passenger,Pass,SR,PUU,Punalur,QLN,KOLLAM JN,10:35:00,12:00:00,1.0,25.0,45.0,56332,0,0,0,0,0,0,KQL,KANDHLA,NR,Uttar Pradesh,"MDR 22W, Uttar Pradesh",77.293239,29.324701
56334,Kollam Punalur Passenger,Pass,SR,QLN,KOLLAM JN,PUU,Punalur,08:40:00,10:05:00,1.0,25.0,45.0,56333,0,0,0,0,0,0,KZI,KHANDRAWALI,NR,Uttar Pradesh,"State Highway 57, Uttar Pradesh",77.2938848779,29.382584655
56371,Guruvayur Ernakulam Passenger,Pass,SR,GUV,GURUVAYUR,ERS,ERNAKULAM JN,06:45:00,09:20:00,2.0,35.0,97.0,56370,0,0,0,0,0,0,LMP,LAKHIMPUR,NER,Uttar Pradesh,"Lakhimpur, Uttar Pradesh",80.777625,27.947414
56377,Allepey Kayankulam Passenger,Pass,SR,ALLP,ALLEPPEY,KYJ,KAYANKULAM JN,05:05:00,06:15:00,1.0,10.0,44.0,56378,0,0,0,0,0,0,LBW,Laiburwa Halt,NER,Uttar Pradesh,"Laiburwa, Uttar Pradesh",82.4683445782,27.5260420401
56391,Ernakulam Kollam Passenger,Pass,SR,ERS,ERNAKULAM JN,QLN,KOLLAM JN,18:05:00,22:35:00,4.0,30.0,156.0,56392,0,0,0,0,0,0,MCV,MACHARYA,NR,Uttar Pradesh,"Kundarkhi, Uttar Pradesh",78.80370199999999,28.772575
56501,Vijayawada Hubli Passenger,Pass,SWR,BZA,VIJAYAWADA JN,UBL,HUBLI JN,07:10:00,04:30:00,21.0,20.0,693.0,56502,1,0,0,0,0,0,MFJ,Muftiganj,NER,Uttar Pradesh,"Jaunpur, Uttar Pradesh",82.827774,25.700913
56509,Marikuppam Bangalore Passenger,Pass,SWR,MKM,Marikuppam,SBC,BANGALORE CITY JN,14:00:00,17:00:00,3.0,0.0,86.0,56508,0,0,0,0,0,0,MFX,MADARAHA,NCR,Uttar Pradesh,"National Highway 76, Uttar Pradesh",81.764284,25.273637
56510,Bangalore Marikuppam passenger,Pass,SWR,SBC,BANGALORE CITY JN,MKM,Marikuppam,07:00:00,09:35:00,2.0,35.0,86.0,56509,0,0,0,0,0,0,MJHR,MAJHIARI,NCR,Uttar Pradesh,"National Highway 76, Uttar Pradesh",81.5188330261,25.1789843066
56514,Bangalore Salem Passenger,Pass,SWR,SBC,BANGALORE CITY JN,SA,SALEM JN,07:15:00,12:50:00,5.0,35.0,218.0,56513,0,0,0,0,0,0,MNKN,MANIKALAN HALT,NR,Uttar Pradesh,"Nawab Yousuf Rd, Uttar Pradesh",82.691157,25.917549
56525,Bangalore Chik ballapur Passenger,Pass,SWR,SBC,BANGALORE CITY JN,CBP,Chik Ballapur,18:00:00,19:50:00,1.0,50.0,64.0,56526,0,0,0,0,0,0,MLW,Mallanwan,NR,Uttar Pradesh,"Mallawan, Uttar Pradesh",80.1583349207,27.0362379616
56601,Shoranur Kozhikode Passenger,Pass,SR,SRR,SHORANUR JN,CLT,KOZHIKODE,17:45:00,20:00:00,2.0,15.0,86.0,56600,0,0,0,0,0,0,MBP,MOHIBULLAPUR,NER,Uttar Pradesh,"Aliganj, Uttar Pradesh",80.938923,26.909235
56613,Shoranur Nilambur Fast Passenger,Pass,SR,SRR,SHORANUR JN,NIL,Nilambur Road,09:20:00,11:05:00,1.0,45.0,67.0,56612,0,0,0,0,0,0,MANW,MANWA,NER,Uttar Pradesh,"Manwa, Uttar Pradesh",80.849604,27.218852
56607,Shoranur Ernakulam Passenger,Pass,SR,SRR,SHORANUR JN,ERS,ERNAKULAM JN,04:50:00,08:00:00,3.0,10.0,107.0,56606,0,0,0,0,0,0,MUV,MANDUADIH,NER,Uttar Pradesh,"Varanasi, Uttar Pradesh",82.972079,25.300001
56620,Nilambur Road Shoranur Pass,Pass,SR,NIL,Nilambur Road,SRR,SHORANUR JN,19:30:00,21:20:00,1.0,50.0,67.0,56619,0,0,0,0,0,0,NRNR,Nurnagar,NR,Uttar Pradesh,"Meerut, Uttar Pradesh",77.71298900000001,28.915414
56646,Subramanya Road Mangalore Passenger,Pass,SR,SBHR,Subrahmanya Road,MAQ,MANGALORE CNTL,13:25:00,15:55:00,2.0,30.0,92.0,56647,0,0,0,0,0,0,MZGI,MANZURGARHI,NCR,Uttar Pradesh,"Aligarh, Uttar Pradesh",78.10663,27.96429
56657,Calicut Kannur Passenger,Pass,SR,CLT,KOZHIKODE,CAN,KANNUR,14:20:00,16:40:00,2.0,20.0,89.0,,0,0,0,0,0,0,NEW,NIVARI,NCR,Uttar Pradesh,"Jhansi, Uttar Pradesh",78.82007,25.328061
56735,MADURAI  - SENGOTTAI PASSENGER,Pass,SR,MDU,MADURAI JN,SCT,SENGOTTAI,17:20:00,21:05:00,3.0,45.0,173.0,56734,0,0,0,0,0,0,NTU,NIGATPUR,NER,Uttar Pradesh,"Mirzapur, Uttar Pradesh",82.758511,25.251216000000003
56824,Tiruchchirapalli Mayiladuturai Passenger,Pass,SR,TPJ,TIRUCHIRAPPALLI,MV,MAYILADUTURAI JN,07:10:00,10:45:00,3.0,35.0,120.0,56823,0,0,0,0,0,0,NUH,Naugarh,NER,Uttar Pradesh,"Naugarh, Uttar Pradesh",83.08829899999999,27.27503
55610,FKM - DBB FAST PASSENGER,Pass,NFR,FKM,FAKIRAGRAM JN,DBB,DHUBRI,22:15:00,05:15:00,7.0,0.0,267.0,55609,0,0,0,0,0,0,RBGJ,ROBERTS GANJ,NCR,Uttar Pradesh,"Robertsganj, Uttar Pradesh",83.077822,24.683136
56704,DINDIGUL - TIRUCHCHIRAPALI PASSENGER,Pass,SR,DG,DINDIGUL JN,TPJ,TIRUCHIRAPPALLI,06:15:00,08:30:00,2.0,15.0,170.0,56703,0,0,0,0,0,0,POKL,PEOKOL,NER,Uttar Pradesh,"Deoria, Uttar Pradesh",83.930204,26.340803
56706,MADURAI - VILLUPURAM PASSENGER,Pass,SR,MDU,MADURAI JN,VM,VILLUPURAM JN,00:45:00,12:15:00,11.0,30.0,337.0,56705,0,0,0,0,0,0,PPC,PIPRAICH,NER,Uttar Pradesh,"Gorakhpur Bypass, Uttar Pradesh",83.535848,26.828307
56726,Rameswaram Madurai Passenger,Pass,SR,RMM,RAMESWARAM,MDU,MADURAI JN,17:35:00,21:20:00,3.0,45.0,161.0,56725,0,0,0,0,0,0,PFM,PHAPHAMAU JN,NR,Uttar Pradesh,"Phaphamau, Uttar Pradesh",81.866406,25.524256
56762,Tiruchendur Tirunelveli Passenger,Pass,SR,TCN,Tiruchendur,TEN,TIRUNELVELI,07:20:00,09:05:00,1.0,45.0,61.0,56761,0,0,0,0,0,0,PNHI,PANHAI,NCR,Uttar Pradesh,"Manikpur, Uttar Pradesh",81.189495,25.081679
56828,Tirunelveli Tuticorin Passenger,Pass,SR,TEN,TIRUNELVELI,TN,TUTICORIN,07:15:00,09:25:00,2.0,10.0,60.0,56827,0,0,0,0,0,0,RHN,ROSHANPUR,NER,Uttar Pradesh,"Tanda, Uttar Pradesh",78.887727,29.046556
56865,Puducherry-Villupuram Passenger,Pass,SR,VM,VILLUPURAM JN,PDY,Puducherry,17:40:00,18:25:00,0.0,45.0,38.0,56864,0,0,0,0,0,0,RORA,RORA,NCR,Uttar Pradesh,"Jhansi, Uttar Pradesh",79.236769,25.293896
56841,Tiruchchirapalli Erode Passenger,Pass,SR,TPJ,TIRUCHIRAPPALLI,ED,ERODE JN,06:45:00,11:00:00,4.0,15.0,141.0,56842,0,0,0,0,0,0,RTB,RAJA TALAB,NER,Uttar Pradesh,"Mirzapur, Uttar Pradesh",82.8507290414,25.2639068026
56852,Trichy Nagore Passenger,Pass,SR,TPJ,TIRUCHIRAPPALLI,NCR,Nagore,16:30:00,20:55:00,4.0,25.0,135.0,56851,0,0,0,0,0,0,RS,Risia,NER,Uttar Pradesh,"Risia Railway Station, Uttar Pradesh",81.605514,27.688822
56864,Puducherry-Villupuram Passenger,Pass,SR,PDY,Puducherry,VM,VILLUPURAM JN,16:00:00,16:50:00,0.0,50.0,38.0,56863,0,0,0,0,0,0,RAK,Ramkot,NR,Uttar Pradesh,"Ramkot, Uttar Pradesh",80.59740799999999,27.534312
56911,Bangalore Hubli passenger,Pass,SWR,JRU,CHIKJAJUR JN,UBL,HUBLI JN,05:30:00,10:45:00,5.0,15.0,189.0,,0,0,0,0,0,0,STZ,Satraon,NER,Uttar Pradesh,"Deoria, Uttar Pradesh",83.82137900000001,26.283587
57129,Bijapur-Bolarum Passenger,Pass,SCR,BJP,BIJAPUR,BMO,BOLARUM,18:20:00,08:45:00,14.0,25.0,456.0,,1,0,0,0,0,0,STP,SITAPUR,NER,Uttar Pradesh,"Sitapur, Uttar Pradesh",80.697762,27.558728
57122,Sirpur Town Kazipet Passenger,Pass,SCR,SRUR,SIRPUR TOWN,KZJ,KAZIPET JN,15:15:00,20:05:00,4.0,50.0,183.0,,0,0,0,0,0,0,SNZ,Sherganj,NER,Uttar Pradesh,"Sherganj, Uttar Pradesh",79.804862,28.380489
57217,Guntur Macherla Passenger,Pass,SCR,GNT,GUNTUR JN,MCLA,Macherla,08:00:00,11:45:00,3.0,45.0,130.0,,0,0,0,0,0,0,BHKL,BHAKRAULI,NR,Uttar Pradesh,"State Highway 39, Uttar Pradesh",78.474665,28.308471
57220,Macherla Guntur Passenger,Pass,SCR,MCLA,Macherla,GNT,GUNTUR JN,16:30:00,19:40:00,3.0,10.0,130.0,57219,0,0,0,0,0,0,SWE,SIWAITH,NR,Uttar Pradesh,"Prayag, Uttar Pradesh",81.86926100000001,25.577038
57242,Vijayawada bitragunta Passenger,Pass,SCR,BZA,VIJAYAWADA JN,BTTR,BITRAGUNTA,15:15:00,20:45:00,5.0,30.0,221.0,57241,0,0,0,0,0,0,SZP,Shahjahanpur,NER,Uttar Pradesh,"Shahjahanpur, Uttar Pradesh",79.904536,27.893402
57280,Bhimavaram Gudivada Passenger,Pass,SCR,BVRM,Bhimavaram Junction,GDV,GUDIVADA JN,16:00:00,18:10:00,2.0,10.0,66.0,,0,0,0,0,0,0,TQA,Takia,NR,Uttar Pradesh,"State Highway 38, Uttar Pradesh",80.782017,26.311679
57239,Chennai Gudur Passenger,Pass,SCR,MAS,CHENNAI CENTRAL,GDR,GUDUR JN,16:00:00,21:10:00,5.0,10.0,137.0,,0,0,0,0,0,0,AA,ATARIA,NER,Uttar Pradesh,"Sitapur National Highway 24, Uttar Pradesh",80.861033,27.172457
57256,Visakhapatnam Kakinada Port passenger,Pass,SCR,VSKP,VISHAKAPATNAM,COA,Kakinada Port,17:00:00,21:05:00,4.0,5.0,164.0,57255,0,0,0,0,0,0,AED,AULENDA,NCR,Uttar Pradesh,"Kiraoli, Uttar Pradesh",77.612583,27.029152
57262,Nidadavolu Bhimavaram Passenger,Pass,SCR,NDD,NIDADAVOLU JN,BVRM,Bhimavaram Junction,07:30:00,08:50:00,1.0,20.0,46.0,,0,0,0,0,0,0,ARH,AMHERA,NR,Uttar Pradesh,"Amhera, Uttar Pradesh",78.28580221,29.26223824
57286,Macherla Nadikode Passenger,Pass,SCR,MCLA,Macherla,NDKD,NADIKODE,13:05:00,14:05:00,1.0,0.0,35.0,57285,0,0,0,0,0,0,WRGN,WARIGAON NEWADA,NR,Uttar Pradesh,"Warigaon, Uttar Pradesh",82.56831600000001,25.586146
57328,Guntur Dhone Passenger,Pass,SWR,GNT,GUNTUR JN,DHNE,DHONE,12:10:00,22:30:00,10.0,20.0,333.0,57327,0,0,0,0,0,0,ATRR,ATRAURA,NER,Uttar Pradesh,"Handia, Uttar Pradesh",82.314016,25.316112
57412,Gudur Tirupati Fast Passenger,Pass,SCR,GDR,GUDUR JN,TPTY,TIRUPATI MAIN,10:55:00,13:00:00,2.0,5.0,93.0,57411,0,0,0,0,0,0,ZNP,Zindpura,NER,Uttar Pradesh,"State Highway 29, Uttar Pradesh",79.849699,28.191347
57469,Kurnool Town Guntakal Passenger,Pass,SCR,KRNT,KURNOOL TOWN,GTL,GUNTAKAL JN,18:50:00,22:10:00,3.0,20.0,122.0,57470,0,0,0,0,0,0,ATKS,Atwa Kursath,NR,Uttar Pradesh,"Atwa Kursath, Uttar Pradesh",80.2672099268,27.1345702672
57501,Nizamabad Bodhan Passenger,Pass,SCR,NZB,NIZAMABAD,BDHN,Bodhan,06:20:00,07:15:00,0.0,55.0,26.0,57502,0,0,0,0,0,0,ARP,Atrampur,NR,Uttar Pradesh,"Atrampur Railway Station, Uttar Pradesh",81.745663,25.572021
57503,Nizamabad Bodhan Passenger,Pass,SCR,NZB,NIZAMABAD,BDHN,Bodhan,18:30:00,19:25:00,0.0,55.0,26.0,57502,0,0,0,0,0,0,ARKA,Arkha,NR,Uttar Pradesh,"Lucknow Allahabad Rd, Uttar Pradesh",81.331277,25.867316
57512,Parbhani Purna Passenger,Pass,SCR,PBN,PARBHANI JN,NED,HUZUR SAHIB NANDED,09:30:00,11:30:00,2.0,0.0,59.0,,0,0,0,0,0,0,AUR,ATRAULI ROAD,NR,Uttar Pradesh,"Dibai, Uttar Pradesh",78.2201080066,28.0971879576
57542,Nanded Manmad Passenger,Pass,SCR,NED,HUZUR SAHIB NANDED,MMR,MANMAD JN,18:10:00,04:40:00,10.0,30.0,348.0,,0,0,0,0,0,0,BGQ,BHONGAON,NCR,Uttar Pradesh,"Mainpuri, Uttar Pradesh",79.1657234,27.2590416
57468,Dhone Kurnool Town Passenger,Pass,SCR,DHNE,DHONE,KRNT,KURNOOL TOWN,17:20:00,18:30:00,1.0,10.0,54.0,,0,0,0,0,0,0,BIP,BAHILPURWA,NCR,Uttar Pradesh,"National Highway 76, Uttar Pradesh",80.998599,25.137088
57473,Secunderabad Bodhan Passenger,Pass,SCR,SC,SECUNDERABAD JN,BDHN,Bodhan,17:00:00,22:45:00,5.0,45.0,186.0,,0,0,0,0,0,0,BGAN,Bangain,NER,Uttar Pradesh,"Bangain, Uttar Pradesh",81.90592400000001,27.238993
57552,Adilabad Purna Passenger,Pass,SCR,ADB,ADILABAD,PAU,PURNA JN,15:15:00,20:55:00,5.0,40.0,216.0,57551,0,0,0,0,0,0,BHLP,BHULANPUR,NER,Uttar Pradesh,"Varanasi, Uttar Pradesh",82.9575192,25.2878753
57553,Parli Vaijnath Adilabad Passenger,Pass,SCR,PRLI,PARLI VAIJNATH,ADB,ADILABAD,04:30:00,12:45:00,8.0,15.0,308.0,57554,0,0,0,0,0,0,BAHP,Band Hamirpur,NR,Uttar Pradesh,"State Highway 38, Uttar Pradesh",80.744382,26.32975
57625,Kakatiya Fast Passenger,Pass,SCR,SC,SECUNDERABAD JN,MUGR,Manuguru,18:40:00,04:30:00,9.0,50.0,331.0,57626,1,0,0,0,0,0,BBJ,Babaganj,NER,Uttar Pradesh,"Babaganj, Uttar Pradesh",81.568611,27.96429
51886,DAMOH BINA PASS,Pass,WCR,DMO,DAMOH,BINA,BINA JN,05:45:00,09:20:00,3.0,35.0,152.0,51885,0,0,0,0,0,0,BPM,BAGPAT ROAD,NR,Uttar Pradesh,"Bagpat, Uttar Pradesh",77.272589,28.957503
57686,Bijapur Solapur Passenger,Pass,SCR,BJP,BIJAPUR,SUR,SOLAPUR JN,00:05:00,02:30:00,2.0,25.0,110.0,57685,0,0,0,0,0,0,BMJ,Bridgemanganj,NER,Uttar Pradesh,"Bridgmanganj, Uttar Pradesh",83.197098,27.195537
58002,Puri Santargachi Passenger,Pass,SER,PURI,PURI,SRC,SANTRAGACHI JN,09:40:00,01:45:00,16.0,5.0,513.0,58003,0,0,0,0,0,0,BRK,Bahraich,NER,Uttar Pradesh,"Bahraich, Uttar Pradesh",81.6075183,27.581536
58008,Jajpur Keonjhar kharagpur,Pass,SER,JJKR,JAJPUR KEONJHAR ROAD,KGP,KHARAGPUR JN,05:45:00,11:10:00,5.0,25.0,222.0,58009,0,0,0,0,0,0,BRMX,Barmi,NR,Uttar Pradesh,"Barmi, Uttar Pradesh",80.56082099999999,27.489413
58022,Tatanagar Kharagpur MEMU Passenger,Pass,SER,TATA,TATANAGAR JN,KGP,KHARAGPUR JN,18:10:00,21:00:00,2.0,50.0,135.0,58021,0,0,0,0,0,0,ALNP,Akelahanspur Halt,NER,Uttar Pradesh,"Akelahanspur, Uttar Pradesh",80.31557099999999,28.34054
58025,Kharagpur-Hatia Passenger,Pass,SER,KGP,KHARAGPUR JN,HTE,HATIA,08:35:00,18:05:00,9.0,30.0,336.0,58026,0,0,0,0,0,0,AON,ARAON,NCR,Uttar Pradesh,"Araon, Uttar Pradesh",78.692248,27.114343
58112,ITWARI - TATANAGAR Passenger,Pass,SER,ITR,ITWARI,TATA,TATANAGAR JN,21:30:00,00:05:00,26.0,35.0,878.0,58111,1,0,0,0,0,0,BTJ,BISHNATHGANJ,NR,Uttar Pradesh,"Pratapgarh, Uttar Pradesh",81.935379,25.801897
58113,TATA BSP PASS,Pass,SER,TATA,TATANAGAR JN,BSP,BILASPUR JN,06:30:00,19:55:00,13.0,25.0,469.0,58114,0,0,0,0,0,0,BUS,BADAUSA,NCR,Uttar Pradesh,"National Highway 76, Uttar Pradesh",80.651011,25.248423000000003
58116,ROU CKP SARANDA PASSENGER,Pass,SER,ROU,ROURKELA,CKP,CHAKRADHARPUR,16:00:00,19:05:00,3.0,5.0,101.0,58115,0,0,0,0,0,0,BSZ,Bharwa Sumerpur,NCR,Uttar Pradesh,"Hamirpur, Uttar Pradesh",80.167419,25.825413
58204,Raipur Gevra Road Passenger,Pass,SECR,R,RAIPUR JN,GAD,Gevra Road,18:10:00,23:55:00,5.0,45.0,215.0,58203,0,0,0,0,0,0,AKS,ANKUSPUR,NER,Uttar Pradesh,"National Highway 29, Uttar Pradesh",83.4940121521,25.5713190547
58125,Sambalpur Jharsuguda Passenger,Pass,SER,SBP,SAMBALPUR,JSG,JHARSUGUDA JN,07:35:00,09:00:00,1.0,25.0,50.0,58124,0,0,0,0,0,0,BSUR,Bisalpur,NER,Uttar Pradesh,"Bisalpur, Uttar Pradesh",79.812599,28.290516
58133,Rourkela Jharsuguda Passenger,Pass,SER,ROU,ROURKELA,JSG,JHARSUGUDA JN,14:50:00,17:10:00,2.0,20.0,101.0,58134,0,0,0,0,0,0,BTRI,Bitrol,NER,Uttar Pradesh,"State Highway 33, Uttar Pradesh",78.92398,27.984069
58217,Titlagarh Raipur Passenger,Pass,SECR,TIG,TITLAGARH,R,RAIPUR JN,19:40:00,23:55:00,4.0,15.0,202.0,58218,0,0,0,0,0,0,BBW,BODARWAR,NER,Uttar Pradesh,"State Highway 64, Uttar Pradesh",83.6381910315,26.8780004923
58221,Chirmiri Chandia Passenger,Pass,SECR,CHRM,Chirmiri,CHD,CHANDIA ROAD,08:30:00,13:55:00,5.0,25.0,214.0,58222,1,0,0,0,1,0,BBA,BABRALA,NR,Uttar Pradesh,"Babrala, Uttar Pradesh",78.4034137,28.2664932
58223,Manendragarh Ambikapur Passang,Pass,SECR,MDGR,Manendragarh,ABKP,AMBIKAPUR,07:25:00,12:15:00,4.0,50.0,124.0,58224,0,0,0,0,0,0,ATE,ATARRA,NCR,Uttar Pradesh,"Dist. Banda(05192-224813), Uttar Pradesh",80.576491,25.291367
58417,Puri Gunupur Passenger,Pass,ECoR,PURI,PURI,GNPR,Gunupur,07:50:00,20:30:00,12.0,40.0,380.0,58418,0,0,0,0,0,0,BED,Baseri,NCR,Uttar Pradesh,"Baseri, Uttar Pradesh",77.54301509999999,26.74699159
58422,Puri Angul Fast Passenger,Pass,ECoR,PURI,PURI,ANGL,ANGUL,16:20:00,21:35:00,5.0,15.0,195.0,58421,0,0,0,0,0,0,ATW,Atwa Muthia Halt,NR,Uttar Pradesh,"Atwa Muthia, Uttar Pradesh",80.415479,27.27399
58423,Bhadrak Cuttack Passenger,Pass,ECoR,BHC,BHADRAKH,CTC,CUTTACK,14:10:00,17:40:00,3.0,30.0,116.0,58424,0,0,0,0,0,0,BGMU,Bangarmau,NR,Uttar Pradesh,"Bangarmau, Uttar Pradesh",80.22205951000001,26.89181589
58527,Raipur Vishakhapatnam Passenger,Pass,ECoR,R,RAIPUR JN,VSKP,VISHAKAPATNAM,05:30:00,22:00:00,16.0,30.0,529.0,58528,0,0,0,0,0,0,BARL,Baral,NR,Uttar Pradesh,"State Highway 18, Uttar Pradesh",77.80997500000001,28.494092
58434,Berhampur Cuttack Fast Passenger,Pass,ECoR,BAM,BRAHMAPUR,CTC,CUTTACK,07:30:00,11:45:00,4.0,15.0,194.0,58433,0,0,0,0,0,0,BNY,Barhni,NER,Uttar Pradesh,"Semari - Bisokhar Rd, Uttar Pradesh",82.7918337,27.4957951
58538,Visakhapatnam Rayagada Passenger,Pass,ECoR,VSKP,VISHAKAPATNAM,RGDA,RAYAGADA,05:45:00,10:40:00,4.0,55.0,186.0,58537,0,0,0,0,0,0,ALMW,ALMAW,NER,Uttar Pradesh,"Allahabad, Uttar Pradesh",82.489941,25.259915
58658,Lohardaga Ranchi Passenger,Pass,SER,LAD,Lohardaga,RNC,RANCHI,20:50:00,22:05:00,1.0,15.0,67.0,58657,0,0,0,0,0,0,BMY,Bamiana,NER,Uttar Pradesh,"To Vishartganj, Uttar Pradesh",79.3291058,28.26312382
58712,Dhamtari Telibandha Passenger,Pass,SECR,DTR,Dhamtari,TBD,Telibandha,06:30:00,09:35:00,3.0,5.0,68.0,58711,0,0,0,0,0,0,BHDR,Bhadri,NR,Uttar Pradesh,"National Highway 24B, Uttar Pradesh",81.56775470000001,25.6766583
58718,RAJIM TELIBANDHA PASS,Pass,?,RIM,Rajim,TBD,Telibandha,09:35:00,11:35:00,2.0,0.0,39.0,58717,0,0,0,0,0,0,BSCK,BASUCHAK,NER,Uttar Pradesh,"Basuchak-Rampur Mangha Rd, Uttar Pradesh",83.34822341,25.53140767
58722,RAJIM ABHANPUR PASS,Pass,SECR,RIM,Rajim,AVP,Abhanpur Junction,18:35:00,19:25:00,0.0,50.0,16.0,58721,0,0,0,0,0,0,BSY,BARSATHI,NR,Uttar Pradesh,"State Highway 36, Uttar Pradesh",82.473946,25.564133
58808,Wadsa Chanda Fort Passenger,Pass,SECR,WSA,Wadsa,CAF,Chanda Fort,07:00:00,09:50:00,2.0,50.0,137.0,,0,0,0,0,0,0,BSKR,BASI KIRATPUR,NR,Uttar Pradesh,"Kiratpur, Uttar Pradesh",78.213283,29.497228000000003
